"Tabela 7060 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Mês","Geral, grupo, subgrupo, item e subitem","","Variável"
"Mês","Geral, grupo, subgrupo, item e subitem","","IPCA - Variação mensal (%)","IPCA - Variação acumulada no ano (%)","IPCA - Variação acumulada em 12 meses (%)","IPCA - Peso mensal (%)"
"janeiro 2022","4201.Calçados e acessórios","Brasil","0.97","0.97","11.35","1.1182"
"janeiro 2022","4201002.Sapato masculino","Brasil","0.62","0.62","11.18","0.1467"
"janeiro 2022","4201003.Sapato feminino","Brasil","0.22","0.22","11.78","0.2606"
"janeiro 2022","4201004.Sapato infantil","Brasil","1.64","1.64","7.64","0.0247"
"janeiro 2022","4201015.Bolsa","Brasil","1.65","1.65","10.84","0.0598"
"janeiro 2022","4201040.Mochila","Brasil","2.49","2.49","10.54","0.0087"
"janeiro 2022","4201063.Tênis","Brasil","1.39","1.39","12.74","0.4343"
"janeiro 2022","4201098.Sandália/chinelo","Brasil","0.93","0.93","8.43","0.1834"
"janeiro 2022","43.Joias e bijuterias","Brasil","1.18","1.18","12.58","0.2259"
"janeiro 2022","4301.Joias e bijuterias","Brasil","1.18","1.18","12.58","0.2259"
"janeiro 2022","4301001.Bijuteria","Brasil","2.81","2.81","17.73","0.0170"
"janeiro 2022","4301002.Joia","Brasil","0.73","0.73","12.23","0.1589"
"janeiro 2022","4301004.Relógio de pulso","Brasil","2.05","2.05","11.99","0.0500"
"janeiro 2022","44.Tecidos e armarinho","Brasil","0.93","0.93","8.77","0.0558"
"janeiro 2022","4401.Tecidos e armarinho","Brasil","0.93","0.93","8.77","0.0558"
"janeiro 2022","4401001.Tecido","Brasil","0.87","0.87","8.91","0.0460"
"janeiro 2022","4401002.Artigos de armarinho","Brasil","1.23","1.23","8.10","0.0098"
"janeiro 2022","5.Transportes","Brasil","-0.11","-0.11","20.41","21.8902"
"janeiro 2022","51.Transportes","Brasil","-0.11","-0.11","20.41","21.8902"
"janeiro 2022","5101.Transporte público","Brasil","-4.76","-4.76","5.81","2.9844"
"janeiro 2022","5101001.Ônibus urbano","Brasil","0.22","0.22","1.38","1.2088"
"janeiro 2022","5101002.Táxi","Brasil","1.23","1.23","1.23","0.1781"
"janeiro 2022","5101004.Trem","Brasil","0.00","0.00","2.41","0.0349"
"janeiro 2022","5101006.Ônibus intermunicipal","Brasil","0.59","0.59","2.63","0.3820"
"janeiro 2022","5101007.Ônibus interestadual","Brasil","1.58","1.58","5.94","0.1060"
"janeiro 2022","5101010.Passagem aérea","Brasil","-18.35","-18.35","19.92","0.5889"
"janeiro 2022","5101011.Metrô","Brasil","0.00","0.00","4.68","0.0661"
"janeiro 2022","5101026.Transporte escolar","Brasil","0.10","0.10","-0.89","0.1215"
"janeiro 2022","5101051.Transporte por aplicativo","Brasil","-17.96","-17.96","24.81","0.2388"
"janeiro 2022","5101053.Integração transporte público","Brasil","0.00","0.00","0.00","0.0593"
"janeiro 2022","5102.Veículo próprio","Brasil","1.96","1.96","11.61","11.0375"
"janeiro 2022","5102001.Automóvel novo","Brasil","2.19","2.19","17.18","3.1076"
"janeiro 2022","5102004.Emplacamento e licença","Brasil","1.71","1.71","2.55","2.1544"
"janeiro 2022","5102005.Seguro voluntário de veículo","Brasil","3.45","3.45","9.62","0.7273"
"janeiro 2022","5102006.Multa","Brasil","0.00","0.00","0.00","0.1046"
"janeiro 2022","5102007.Óleo lubrificante","Brasil","0.37","0.37","19.07","0.1379"
"janeiro 2022","5102009.Acessórios e peças","Brasil","-0.35","-0.35","8.97","0.1784"
"janeiro 2022","5102010.Pneu","Brasil","2.19","2.19","27.82","0.2579"
"janeiro 2022","5102011.Conserto de automóvel","Brasil","2.19","2.19","8.58","1.6205"
"janeiro 2022","5102013.Estacionamento","Brasil","1.07","1.07","2.31","0.0605"
"janeiro 2022","5102015.Pedágio","Brasil","0.08","0.08","5.65","0.0912"
"janeiro 2022","5102020.Automóvel usado","Brasil","1.53","1.53","16.04","1.9600"
"janeiro 2022","5102037.Pintura de veículo","Brasil","1.61","1.61","7.98","0.0141"
"janeiro 2022","5102051.Aluguel de veículo","Brasil","-3.79","-3.79","8.90","0.0234"
"janeiro 2022","5102053.Motocicleta","Brasil","2.45","2.45","13.97","0.5996"
"janeiro 2022","5104.Combustíveis (veículos)","Brasil","-1.23","-1.23","44.11","7.8683"
"janeiro 2022","5104001.Gasolina","Brasil","-1.14","-1.14","42.71","6.5822"
"janeiro 2022","5104002.Etanol","Brasil","-2.84","-2.84","54.95","0.9648"
"janeiro 2022","5104003.Óleo diesel","Brasil","2.38","2.38","45.72","0.2448"
"janeiro 2022","5104005.Gás veicular","Brasil","-0.86","-0.86","35.62","0.0766"
"janeiro 2022","6.Saúde e cuidados pessoais","Brasil","0.36","0.36","3.74","12.3893"
"janeiro 2022","61.Produtos farmacêuticos e óticos","Brasil","0.30","0.30","5.80","3.4014"
"janeiro 2022","6101.Produtos farmacêuticos","Brasil","0.31","0.31","6.33","3.1398"
"janeiro 2022","6101001.Anti-infeccioso e antibiótico","Brasil","-0.29","-0.29","7.22","0.2186"
"janeiro 2022","6101002.Analgésico e antitérmico","Brasil","0.53","0.53","8.88","0.5336"
"janeiro 2022","6101003.Anti-inflamatório e antirreumático","Brasil","0.63","0.63","8.79","0.1490"
"janeiro 2022","6101004.Antigripal e antitussígeno","Brasil","0.50","0.50","5.55","0.1800"
"janeiro 2022","6101006.Dermatológico","Brasil","1.02","1.02","8.62","0.1263"
"janeiro 2022","6101007.Antialérgico e broncodilatador","Brasil","0.39","0.39","9.73","0.1652"
"janeiro 2022","6101009.Gastroprotetor","Brasil","1.02","1.02","7.25","0.1307"
"janeiro 2022","6101010.Vitamina e fortificante","Brasil","1.09","1.09","4.06","0.2080"
"janeiro 2022","6101011.Hormonal","Brasil","-0.10","-0.10","7.45","0.1877"
"janeiro 2022","6101013.Psicotrópico e anorexígeno","Brasil","0.41","0.41","7.04","0.2817"
"janeiro 2022","6101014.Hipotensor e hipocolesterolêmico","Brasil","0.06","0.06","3.44","0.5646"
"janeiro 2022","6101051.Oftalmológico","Brasil","-0.09","-0.09","2.46","0.0868"
"janeiro 2022","6101064.Antidiabético","Brasil","-0.60","-0.60","5.83","0.1705"
"janeiro 2022","6101148.Neurológico","Brasil","-0.03","-0.03","2.85","0.1372"
"janeiro 2022","6102.Produtos óticos","Brasil","0.12","0.12","-0.24","0.2616"
"janeiro 2022","6102012.Óculos de grau","Brasil","0.12","0.12","-0.24","0.2616"
"janeiro 2022","62.Serviços de saúde","Brasil","-0.29","-0.29","1.96","5.3333"
"janeiro 2022","6201.Serviços médicos e dentários","Brasil","0.63","0.63","4.08","1.0833"
"janeiro 2022","6201002.Médico","Brasil","0.86","0.86","3.39","0.5162"
"janeiro 2022","6201003.Dentista","Brasil","0.46","0.46","4.93","0.5051"
"janeiro 2022","6201005.Aparelho ortodôntico","Brasil","0.38","0.38","3.66","0.0176"
"janeiro 2022","6201007.Fisioterapeuta","Brasil","2.89","2.89","3.03","0.0004"
"janeiro 2022","6201010.Psicólogo","Brasil","0.08","0.08","2.87","0.0440"
"janeiro 2022","6202.Serviços laboratoriais e hospitalares","Brasil","0.52","0.52","4.51","0.5761"
"janeiro 2022","6202003.Exame de laboratório","Brasil","0.98","0.98","5.26","0.1052"
"janeiro 2022","6202004.Hospitalização e cirurgia","Brasil","0.38","0.38","4.62","0.3438"
"janeiro 2022","6202006.Exame de imagem","Brasil","0.51","0.51","3.58","0.1271"
"janeiro 2022","6203.Plano de saúde","Brasil","-0.69","-0.69","0.95","3.6739"
"janeiro 2022","6203001.Plano de saúde","Brasil","-0.69","-0.69","0.95","3.6739"
"janeiro 2022","63.Cuidados pessoais","Brasil","1.38","1.38","4.50","3.6546"
"janeiro 2022","6301.Higiene pessoal","Brasil","1.38","1.38","4.50","3.6546"
"janeiro 2022","6301001.Produto para cabelo","Brasil","0.31","0.31","2.44","0.5833"
"janeiro 2022","6301002.Fralda descartável","Brasil","0.66","0.66","7.97","0.2154"
"janeiro 2022","6301004.Produto para barba","Brasil","0.67","0.67","1.28","0.1211"
"janeiro 2022","6301006.Produto para pele","Brasil","3.45","3.45","9.05","0.3602"
"janeiro 2022","6301007.Produto para higiene bucal","Brasil","0.64","0.64","5.95","0.2548"
"janeiro 2022","6301010.Produto para unha","Brasil","2.20","2.20","3.24","0.0035"
"janeiro 2022","6301011.Perfume","Brasil","1.44","1.44","0.55","0.9356"
"janeiro 2022","6301014.Desodorante","Brasil","1.08","1.08","0.70","0.4099"
"janeiro 2022","6301015.Absorvente higiênico","Brasil","0.50","0.50","7.76","0.1079"
"janeiro 2022","6301016.Sabonete","Brasil","1.55","1.55","15.17","0.3132"
"janeiro 2022","6301017.Papel higiênico","Brasil","1.09","1.09","8.26","0.2020"
"janeiro 2022","6301020.Artigos de maquiagem","Brasil","4.46","4.46","6.36","0.1476"
"janeiro 2022","7.Despesas pessoais","Brasil","0.78","0.78","5.14","9.8795"
"janeiro 2022","71.Serviços pessoais","Brasil","0.45","0.45","3.03","6.1571"
"janeiro 2022","7101.Serviços pessoais","Brasil","0.45","0.45","3.03","6.1571"
"janeiro 2022","7101001.Costureira","Brasil","0.65","0.65","6.70","0.0122"
"janeiro 2022","7101005.Manicure","Brasil","-0.37","-0.37","7.11","0.3813"
"janeiro 2022","7101010.Empregado doméstico","Brasil","0.13","0.13","1.41","2.8020"
"janeiro 2022","7101011.Cabeleireiro e barbeiro","Brasil","1.61","1.61","7.57","0.9892"
"janeiro 2022","7101014.Depilação","Brasil","0.43","0.43","6.21","0.0580"
"janeiro 2022","7101034.Cartório","Brasil","10.51","10.51","10.81","0.0209"
"janeiro 2022","7101036.Despachante","Brasil","2.32","2.32","9.04","0.0921"
"janeiro 2022","7101076.Serviço bancário","Brasil","0.22","0.22","1.50","1.6451"
"janeiro 2022","7101090.Conselho de classe","Brasil","0.21","0.21","0.85","0.0503"
"janeiro 2022","7101144.Sobrancelha","Brasil","1.10","1.10","7.89","0.1060"
"janeiro 2022","72.Recreação e fumo","Brasil","1.34","1.34","8.80","3.7224"
"janeiro 2022","7201.Recreação","Brasil","1.55","1.55","9.43","3.2088"
"janeiro 2022","7201006.Clube","Brasil","0.72","0.72","2.41","0.0748"
"janeiro 2022","7201010.Instrumento musical","Brasil","-0.87","-0.87","6.20","0.0181"
"janeiro 2022","7201015.Tratamento de animais (clínica)","Brasil","0.84","0.84","6.93","0.2751"
"janeiro 2022","7201019.Bicicleta","Brasil","1.04","1.04","11.70","0.1040"
"janeiro 2022","7201020.Alimento para animais","Brasil","1.28","1.28","24.84","0.3820"
"janeiro 2022","7201023.Brinquedo","Brasil","3.71","3.71","12.03","0.2038"
"janeiro 2022","7201054.Casa noturna","Brasil","-0.63","-0.63","-1.62","0.0394"
"janeiro 2022","7201063.Jogos de azar","Brasil","0.00","0.00","0.00","0.4635"
"janeiro 2022","7201067.Material de caça e pesca","Brasil","1.21","1.21","8.70","0.0091"
"janeiro 2022","7201090.Hospedagem","Brasil","2.01","2.01","11.44","0.5058"
"janeiro 2022","7201095.Pacote turístico","Brasil","2.72","2.72","13.55","0.5164"
"janeiro 2022","7201256.Serviço de higiene para animais","Brasil","0.11","0.11","7.50","0.1349"
"janeiro 2022","7201266.Cinema, teatro e concertos","Brasil","1.90","1.90","5.01","0.4819"
"janeiro 2022","7202.Fumo","Brasil","0.06","0.06","4.96","0.5136"
"janeiro 2022","7202041.Cigarro","Brasil","0.06","0.06","4.96","0.5136"
"janeiro 2022","8.Educação","Brasil","0.25","0.25","2.94","5.5617"
"janeiro 2022","81.Cursos, leitura e papelaria","Brasil","0.25","0.25","2.94","5.5617"
"janeiro 2022","8101.Cursos regulares","Brasil","0.00","0.00","2.64","4.1695"
"janeiro 2022","8101001.Creche","Brasil","0.00","0.00","4.10","0.1795"
"janeiro 2022","8101002.Pré-escola","Brasil","0.00","0.00","6.15","0.2943"
"janeiro 2022","8101003.Ensino fundamental","Brasil","0.00","0.00","5.36","1.4148"
"janeiro 2022","8101004.Ensino médio","Brasil","0.00","0.00","5.25","0.3607"
"janeiro 2022","8101005.Ensino superior","Brasil","0.00","0.00","-0.98","1.5984"
"janeiro 2022","8101006.Pós-graduação","Brasil","0.00","0.00","3.48","0.2555"
"janeiro 2022","8101008.Educação de jovens e adultos","Brasil","0.00","0.00","-0.51","0.0379"
"janeiro 2022","8101045.Curso técnico","Brasil","0.00","0.00","2.26","0.0285"
"janeiro 2022","8102.Leitura","Brasil","1.23","1.23","4.61","0.5020"
"janeiro 2022","8102001.Jornal diário","Brasil","6.35","6.35","11.72","0.0298"
"janeiro 2022","8102004.Revista","Brasil","0.00","0.00","27.17","0.0332"
"janeiro 2022","8102007.Livro didático","Brasil","1.02","1.02","1.75","0.3493"
"janeiro 2022","8102008.Livro não didático","Brasil","0.80","0.80","6.98","0.0897"
"janeiro 2022","8103.Papelaria","Brasil","-0.14","-0.14","8.36","0.1356"
"janeiro 2022","8103001.Caderno","Brasil","1.39","1.39","9.59","0.0484"
"janeiro 2022","8103014.Artigos de papelaria","Brasil","-0.99","-0.99","7.67","0.0871"
"janeiro 2022","8104.Cursos diversos","Brasil","1.07","1.07","2.57","0.7547"
"janeiro 2022","8104001.Curso preparatório","Brasil","0.00","0.00","-0.30","0.0685"
"janeiro 2022","8104003.Curso de idioma","Brasil","0.00","0.00","-0.50","0.2663"
"janeiro 2022","8104004.Curso de informática","Brasil","0.66","0.66","-1.89","0.0014"
"janeiro 2022","8104005.Autoescola","Brasil","0.84","0.84","7.22","0.0483"
"janeiro 2022","8104006.Atividades físicas","Brasil","2.06","2.06","4.84","0.3701"
"janeiro 2022","9.Comunicação","Brasil","1.05","1.05","2.42","5.2143"
"janeiro 2022","91.Comunicação","Brasil","1.05","1.05","2.42","5.2143"
"janeiro 2022","9101.Comunicação","Brasil","1.05","1.05","2.42","5.2143"
"janeiro 2022","9101001.Correio","Brasil","0.00","0.00","1.82","0.0610"
"janeiro 2022","9101002.Plano de telefonia fixa","Brasil","0.00","0.00","10.55","0.2595"
"janeiro 2022","9101008.Plano de telefonia móvel","Brasil","0.76","0.76","0.92","1.4328"
"janeiro 2022","9101010.Tv por assinatura","Brasil","0.00","0.00","0.00","0.3551"
"janeiro 2022","9101018.Acesso à internet","Brasil","0.00","0.00","0.00","0.5210"
"janeiro 2022","9101019.Aparelho telefônico","Brasil","-0.24","-0.24","3.05","0.9803"
"janeiro 2022","9101115.Serviços de streaming","Brasil","0.00","0.00","16.90","0.0718"
"janeiro 2022","9101116.Combo de telefonia, internet e tv por assinatura","Brasil","3.03","3.03","3.03","1.5328"
"fevereiro 2022","Índice geral","Brasil","1.01","1.56","10.54","100.0000"
"fevereiro 2022","1.Alimentação e bebidas","Brasil","1.28","2.41","9.12","20.8296"
"fevereiro 2022","11.Alimentação no domicílio","Brasil","1.65","3.12","10.14","15.1159"
"fevereiro 2022","1101.Cereais, leguminosas e oleaginosas","Brasil","1.32","-0.78","-13.69","0.8124"
"fevereiro 2022","1101002.Arroz","Brasil","0.14","-2.53","-17.92","0.5847"
"fevereiro 2022","1101051.Feijão - mulatinho","Brasil","9.35","6.10","10.96","0.0136"
"fevereiro 2022","1101052.Feijão - preto","Brasil","3.05","1.27","-5.76","0.0586"
"fevereiro 2022","1101053.Feijão - macáçar (fradinho)","Brasil","4.16","2.24","10.42","0.0187"
"fevereiro 2022","1101073.Feijão - carioca (rajado)","Brasil","4.77","5.02","-3.24","0.1250"
"fevereiro 2022","1101079.Milho (em grão)","Brasil","1.11","3.32","21.28","0.0119"
"fevereiro 2022","1102.Farinhas, féculas e massas","Brasil","1.27","2.50","11.88","0.4665"
"fevereiro 2022","1102001.Farinha de arroz","Brasil","1.30","2.12","-2.97","0.0024"
"fevereiro 2022","1102006.Macarrão","Brasil","1.14","1.58","12.01","0.1463"
"fevereiro 2022","1102008.Fubá de milho","Brasil","-0.60","1.40","31.76","0.0102"
"fevereiro 2022","1102010.Flocos de milho","Brasil","0.42","0.50","4.35","0.0092"
"fevereiro 2022","1102012.Farinha de trigo","Brasil","2.76","3.38","14.88","0.0524"
"fevereiro 2022","1102023.Farinha de mandioca","Brasil","2.66","6.40","12.12","0.0980"
"fevereiro 2022","1102029.Massa semipreparada","Brasil","-0.27","0.21","10.05","0.1210"
"fevereiro 2022","1102061.Macarrão instantâneo","Brasil","1.96","3.41","10.60","0.0270"
"fevereiro 2022","1103.Tubérculos, raízes e legumes","Brasil","11.24","20.92","22.12","0.7617"
"fevereiro 2022","1103002.Batata-doce","Brasil","1.66","-0.42","-3.65","0.0308"
"fevereiro 2022","1103003.Batata-inglesa","Brasil","23.49","35.41","10.55","0.1787"
"fevereiro 2022","1103004.Inhame","Brasil","5.42","17.09","5.72","0.0017"
"fevereiro 2022","1103005.Mandioca (aipim)","Brasil","0.65","-0.56","46.23","0.0208"
"fevereiro 2022","1103020.Abobrinha","Brasil","34.05","64.66","34.45","0.0105"
"fevereiro 2022","1103025.Pepino","Brasil","4.07","31.37","39.09","0.0035"
"fevereiro 2022","1103026.Pimentão","Brasil","-1.03","-13.35","36.33","0.0191"
"fevereiro 2022","1103028.Tomate","Brasil","0.01","6.22","31.33","0.2987"
"fevereiro 2022","1103043.Cebola","Brasil","3.26","16.10","1.05","0.1349"
"fevereiro 2022","1103044.Cenoura","Brasil","55.41","98.36","83.42","0.0630"
"fevereiro 2022","1104.Açúcares e derivados","Brasil","0.92","2.35","19.85","0.7137"
"fevereiro 2022","1104003.Açúcar refinado","Brasil","1.28","1.43","43.77","0.1267"
"fevereiro 2022","1104004.Açúcar cristal","Brasil","0.13","2.58","36.30","0.1407"
"fevereiro 2022","1104018.Balas","Brasil","1.20","0.82","8.00","0.0152"
"fevereiro 2022","1104023.Chocolate em barra e bombom","Brasil","1.66","3.39","10.74","0.1823"
"fevereiro 2022","1104032.Sorvete","Brasil","0.12","0.93","9.39","0.1386"
"fevereiro 2022","1104052.Chocolate e achocolatado em pó","Brasil","1.18","3.41","11.63","0.1082"
"fevereiro 2022","1104060.Doce de frutas em pasta","Brasil","6.51","7.64","9.96","0.0014"
"fevereiro 2022","1104067.Açúcar demerara","Brasil","3.74","4.12","31.41","0.0005"
"fevereiro 2022","1105.Hortaliças e verduras","Brasil","15.42","24.77","24.33","0.2209"
"fevereiro 2022","1105001.Alface","Brasil","18.25","30.49","30.62","0.1067"
"fevereiro 2022","1105004.Coentro","Brasil","6.83","3.22","0.78","0.0078"
"fevereiro 2022","1105005.Couve","Brasil","15.06","22.22","20.44","0.0157"
"fevereiro 2022","1105006.Couve-flor","Brasil","7.19","20.28","17.93","0.0031"
"fevereiro 2022","1105010.Repolho","Brasil","25.71","35.90","37.76","0.0174"
"fevereiro 2022","1105012.Cheiro-verde","Brasil","8.88","14.38","13.53","0.0418"
"fevereiro 2022","1105019.Brócolis","Brasil","11.52","21.10","19.84","0.0283"
"fevereiro 2022","1106.Frutas","Brasil","3.55","7.07","7.59","0.9824"
"fevereiro 2022","1106001.Banana-da-terra","Brasil","1.57","-3.76","13.59","0.0149"
"fevereiro 2022","1106003.Abacaxi","Brasil","0.19","4.35","-7.89","0.0177"
"fevereiro 2022","1106004.Abacate","Brasil","-16.00","-14.91","1.64","0.0016"
"fevereiro 2022","1106005.Banana - d'água","Brasil","-6.84","-3.05","-13.04","0.1034"
"fevereiro 2022","1106006.Banana - maçã","Brasil","-8.41","-1.61","22.72","0.0061"
"fevereiro 2022","1106008.Banana - prata","Brasil","2.68","14.73","18.65","0.2041"
"fevereiro 2022","1106011.Laranja - baía","Brasil","9.40","25.70","29.45","0.0057"
"fevereiro 2022","1106012.Laranja - lima","Brasil","-4.52","-4.08","-4.85","0.0061"
"fevereiro 2022","1106015.Limão","Brasil","2.82","-9.45","-11.27","0.0197"
"fevereiro 2022","1106017.Maçã","Brasil","8.34","9.99","-14.47","0.1283"
"fevereiro 2022","1106018.Mamão","Brasil","7.78","7.75","57.24","0.1174"
"fevereiro 2022","1106019.Manga","Brasil","5.12","9.73","0.91","0.0554"
"fevereiro 2022","1106020.Maracujá","Brasil","10.81","2.83","21.79","0.0078"
"fevereiro 2022","1106021.Melancia","Brasil","24.00","24.72","50.11","0.0315"
"fevereiro 2022","1106022.Melão","Brasil","10.86","14.35","22.91","0.0173"
"fevereiro 2022","1106023.Pera","Brasil","-6.20","-3.06","13.77","0.0274"
"fevereiro 2022","1106027.Tangerina","Brasil","3.02","8.28","16.09","0.0362"
"fevereiro 2022","1106028.Uva","Brasil","2.82","3.66","0.36","0.0739"
"fevereiro 2022","1106039.Laranja - pera","Brasil","0.47","0.46","2.77","0.0953"
"fevereiro 2022","1106051.Morango","Brasil","18.36","26.06","0.01","0.0075"
"fevereiro 2022","1106084.Goiaba","Brasil","-2.94","5.70","23.87","0.0051"
"fevereiro 2022","1107.Carnes","Brasil","0.46","1.78","8.61","2.9858"
"fevereiro 2022","1107009.Fígado","Brasil","-1.51","-1.82","15.42","0.0221"
"fevereiro 2022","1107018.Carne de porco","Brasil","-3.01","-4.88","-6.88","0.3519"
"fevereiro 2022","1107031.Carne de carneiro","Brasil","-1.47","-2.44","10.87","0.0028"
"fevereiro 2022","1107081.Cupim","Brasil","-0.98","1.16","8.07","0.0108"
"fevereiro 2022","1107084.Contrafilé","Brasil","0.96","4.45","14.18","0.5084"
"fevereiro 2022","1107085.Filé-mignon","Brasil","-6.56","-6.37","21.77","0.0322"
"fevereiro 2022","1107087.Chã de dentro","Brasil","1.26","2.39","10.93","0.3343"
"fevereiro 2022","1107088.Alcatra","Brasil","1.76","3.98","12.28","0.3728"
"fevereiro 2022","1107089.Patinho","Brasil","0.14","2.48","12.30","0.1854"
"fevereiro 2022","1107090.Lagarto redondo","Brasil","2.40","4.20","10.16","0.0090"
"fevereiro 2022","1107091.Lagarto comum","Brasil","-0.09","2.02","11.26","0.0807"
"fevereiro 2022","1107093.Músculo","Brasil","0.83","1.30","11.46","0.1700"
"fevereiro 2022","1107094.Pá","Brasil","0.93","0.69","9.27","0.1236"
"fevereiro 2022","1107095.Acém","Brasil","2.48","4.05","10.10","0.2892"
"fevereiro 2022","1107096.Peito","Brasil","1.03","3.28","8.50","0.0171"
"fevereiro 2022","1107097.Capa de filé","Brasil","0.07","1.73","0.90","0.0364"
"fevereiro 2022","1107099.Costela","Brasil","0.67","1.84","6.45","0.3913"
"fevereiro 2022","1107208.Picanha","Brasil","-3.75","-2.26","11.97","0.0478"
"fevereiro 2022","1108.Pescados","Brasil","-0.04","1.14","3.36","0.2094"
"fevereiro 2022","1108002.Peixe - anchova","Brasil","-0.79","-0.48","0.67","0.0006"
"fevereiro 2022","1108004.Peixe - corvina","Brasil","-0.74","3.31","1.22","0.0212"
"fevereiro 2022","1108011.Peixe - tainha","Brasil","8.24","6.64","8.02","0.0019"
"fevereiro 2022","1108012.Peixe - sardinha","Brasil","0.60","1.22","7.93","0.0048"
"fevereiro 2022","1108013.Camarão","Brasil","-0.59","-0.94","-5.37","0.0255"
"fevereiro 2022","1108019.Peixe - cavala","Brasil","5.25","5.02","17.27","0.0009"
"fevereiro 2022","1108029.Peixe - cação","Brasil","1.17","3.36","11.07","0.0063"
"fevereiro 2022","1108031.Peixe - merluza","Brasil","0.29","1.65","6.44","0.0163"
"fevereiro 2022","1108032.Peixe - serra","Brasil","1.65","1.92","4.37","0.0010"
"fevereiro 2022","1108038.Peixe - pescada","Brasil","0.06","2.13","4.94","0.0290"
