"Tabela 7060 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Mês","Geral, grupo, subgrupo, item e subitem","","Variável"
"Mês","Geral, grupo, subgrupo, item e subitem","","IPCA - Variação mensal (%)","IPCA - Variação acumulada no ano (%)","IPCA - Variação acumulada em 12 meses (%)","IPCA - Peso mensal (%)"
"abril 2022","1103003.Batata-inglesa","Brasil","18.28","67.99","63.40","0.2255"
"abril 2022","1103004.Inhame","Brasil","-1.36","13.13","4.11","0.0017"
"abril 2022","1103005.Mandioca (aipim)","Brasil","-1.51","-5.05","30.19","0.0198"
"abril 2022","1103020.Abobrinha","Brasil","9.31","67.94","102.99","0.0129"
"abril 2022","1103025.Pepino","Brasil","2.31","32.37","38.26","0.0035"
"abril 2022","1103026.Pimentão","Brasil","0.45","15.87","51.33","0.0245"
"abril 2022","1103028.Tomate","Brasil","10.18","48.88","103.26","0.3703"
"abril 2022","1103043.Cebola","Brasil","2.39","31.42","13.85","0.1501"
"abril 2022","1103044.Cenoura","Brasil","-4.01","150.33","178.02","0.1253"
"abril 2022","1104.Açúcares e derivados","Brasil","1.47","4.26","18.54","0.7044"
"abril 2022","1104003.Açúcar refinado","Brasil","0.10","1.39","36.99","0.1248"
"abril 2022","1104004.Açúcar cristal","Brasil","1.43","5.40","34.61","0.1390"
"abril 2022","1104018.Balas","Brasil","1.85","2.02","9.26","0.0149"
"abril 2022","1104023.Chocolate em barra e bombom","Brasil","-1.31","1.16","7.84","0.1791"
"abril 2022","1104032.Sorvete","Brasil","5.23","7.07","10.61","0.1363"
"abril 2022","1104052.Chocolate e achocolatado em pó","Brasil","2.82","7.98","13.84","0.1083"
"abril 2022","1104060.Doce de frutas em pasta","Brasil","5.91","13.10","18.71","0.0015"
"abril 2022","1104067.Açúcar demerara","Brasil","1.13","8.10","30.89","0.0005"
"abril 2022","1105.Hortaliças e verduras","Brasil","3.16","40.29","36.62","0.2707"
"abril 2022","1105001.Alface","Brasil","3.92","47.63","45.04","0.1339"
"abril 2022","1105004.Coentro","Brasil","-0.69","0.54","-3.70","0.0080"
"abril 2022","1105005.Couve","Brasil","1.19","30.66","27.09","0.0186"
"abril 2022","1105006.Couve-flor","Brasil","13.25","41.14","38.93","0.0033"
"abril 2022","1105010.Repolho","Brasil","2.23","76.05","54.72","0.0270"
"abril 2022","1105012.Cheiro-verde","Brasil","1.34","21.22","20.21","0.0464"
"abril 2022","1105019.Brócolis","Brasil","4.40","37.73","35.70","0.0335"
"abril 2022","1106.Frutas","Brasil","-2.72","10.81","17.49","1.0544"
"abril 2022","1106001.Banana-da-terra","Brasil","3.96","-1.20","17.23","0.0146"
"abril 2022","1106003.Abacaxi","Brasil","-0.29","4.99","-3.57","0.0174"
"abril 2022","1106004.Abacate","Brasil","-3.85","-23.85","8.44","0.0012"
"abril 2022","1106005.Banana - d'água","Brasil","-2.37","4.68","14.25","0.1037"
"abril 2022","1106006.Banana - maçã","Brasil","-8.46","-21.05","-5.53","0.0048"
"abril 2022","1106008.Banana - prata","Brasil","-3.18","5.77","17.36","0.1945"
"abril 2022","1106011.Laranja - baía","Brasil","-4.36","28.03","28.77","0.0066"
"abril 2022","1106012.Laranja - lima","Brasil","-3.32","-8.27","23.00","0.0056"
"abril 2022","1106015.Limão","Brasil","-7.85","-26.67","-12.54","0.0173"
"abril 2022","1106017.Maçã","Brasil","1.34","25.01","19.77","0.1519"
"abril 2022","1106018.Mamão","Brasil","-13.39","11.54","45.62","0.1474"
"abril 2022","1106019.Manga","Brasil","-0.28","23.64","-7.70","0.0641"
"abril 2022","1106020.Maracujá","Brasil","15.99","10.47","36.75","0.0079"
"abril 2022","1106021.Melancia","Brasil","-8.38","28.32","37.35","0.0426"
"abril 2022","1106022.Melão","Brasil","7.32","65.90","82.46","0.0252"
"abril 2022","1106023.Pera","Brasil","-3.03","-13.10","13.80","0.0232"
"abril 2022","1106027.Tangerina","Brasil","-8.30","0.17","13.98","0.0366"
"abril 2022","1106028.Uva","Brasil","1.16","15.14","12.77","0.0812"
"abril 2022","1106039.Laranja - pera","Brasil","1.46","3.26","4.40","0.0944"
"abril 2022","1106051.Morango","Brasil","17.66","61.20","70.39","0.0094"
"abril 2022","1106084.Goiaba","Brasil","-3.46","-1.18","12.95","0.0047"
"abril 2022","1107.Carnes","Brasil","1.02","3.16","8.06","2.9314"
"abril 2022","1107009.Fígado","Brasil","0.79","0.04","19.35","0.0215"
"abril 2022","1107018.Carne de porco","Brasil","-0.23","-5.59","-5.95","0.3307"
"abril 2022","1107031.Carne de carneiro","Brasil","-0.16","-11.21","-2.61","0.0024"
"abril 2022","1107081.Cupim","Brasil","2.46","4.29","10.12","0.0105"
"abril 2022","1107084.Contrafilé","Brasil","1.40","5.83","15.66","0.4992"
"abril 2022","1107085.Filé-mignon","Brasil","-2.78","-12.94","8.42","0.0279"
"abril 2022","1107087.Chã de dentro","Brasil","1.61","5.00","10.43","0.3329"
"abril 2022","1107088.Alcatra","Brasil","0.78","5.27","13.17","0.3711"
"abril 2022","1107089.Patinho","Brasil","1.85","6.52","11.36","0.1844"
"abril 2022","1107090.Lagarto redondo","Brasil","-0.56","8.27","11.26","0.0094"
"abril 2022","1107091.Lagarto comum","Brasil","1.45","4.30","9.79","0.0793"
"abril 2022","1107093.Músculo","Brasil","0.89","2.14","7.60","0.1669"
"abril 2022","1107094.Pá","Brasil","0.75","2.62","6.13","0.1232"
"abril 2022","1107095.Acém","Brasil","1.51","5.73","5.92","0.2891"
"abril 2022","1107096.Peito","Brasil","1.38","4.54","7.65","0.0168"
"abril 2022","1107097.Capa de filé","Brasil","-1.26","1.24","-0.15","0.0357"
"abril 2022","1107099.Costela","Brasil","1.39","3.62","6.41","0.3852"
"abril 2022","1107208.Picanha","Brasil","-1.23","-3.24","9.52","0.0450"
"abril 2022","1108.Pescados","Brasil","0.99","3.03","4.47","0.2057"
"abril 2022","1108002.Peixe - anchova","Brasil","-0.51","-0.40","0.27","0.0005"
"abril 2022","1108004.Peixe - corvina","Brasil","2.74","5.12","0.82","0.0203"
"abril 2022","1108011.Peixe - tainha","Brasil","3.02","13.71","14.34","0.0021"
"abril 2022","1108012.Peixe - sardinha","Brasil","0.90","2.91","9.15","0.0048"
"abril 2022","1108013.Camarão","Brasil","1.18","1.24","-1.86","0.0250"
"abril 2022","1108019.Peixe - cavala","Brasil","2.67","10.76","12.18","0.0009"
"abril 2022","1108029.Peixe - cação","Brasil","0.96","6.25","11.86","0.0063"
"abril 2022","1108031.Peixe - merluza","Brasil","1.35","3.35","7.77","0.0160"
"abril 2022","1108032.Peixe - serra","Brasil","-1.94","0.41","2.65","0.0010"
"abril 2022","1108038.Peixe - pescada","Brasil","1.42","3.22","6.54","0.0282"
"abril 2022","1108045.Caranguejo","Brasil","1.66","4.91","4.79","0.0047"
"abril 2022","1108049.Peixe - castanha","Brasil","-0.51","-0.40","-0.20","0.0009"
"abril 2022","1108052.Peixe - palombeta","Brasil","-2.68","-2.59","4.68","0.0008"
"abril 2022","1108072.Peixe - curimatã","Brasil","-1.31","2.22","3.89","0.0007"
"abril 2022","1108075.Peixe - salmão","Brasil","0.71","4.74","10.26","0.0151"
"abril 2022","1108080.Peixe - tilápia","Brasil","0.13","2.69","3.50","0.0454"
"abril 2022","1108087.Peixe - tambaqui","Brasil","-0.03","0.10","4.63","0.0213"
"abril 2022","1108088.Peixe - dourada","Brasil","1.82","0.90","3.46","0.0064"
"abril 2022","1108092.Peixe - filhote","Brasil","1.81","8.70","10.70","0.0037"
"abril 2022","1108096.Peixe - peroá","Brasil","0.23","1.56","4.76","0.0006"
"abril 2022","1108112.Peixe - pintado","Brasil","0.83","1.56","-1.66","0.0003"
"abril 2022","1108125.Peixe - aruanã","Brasil","0.32","0.42","3.73","0.0005"
"abril 2022","1109.Carnes e peixes industrializados","Brasil","1.13","0.97","7.15","0.6650"
"abril 2022","1109002.Presunto","Brasil","1.41","2.18","7.37","0.0979"
"abril 2022","1109007.Salsicha","Brasil","3.00","1.20","8.99","0.0427"
"abril 2022","1109008.Linguiça","Brasil","0.70","0.61","7.93","0.3430"
"abril 2022","1109010.Mortadela","Brasil","0.23","0.27","8.39","0.0487"
"abril 2022","1109012.Salame","Brasil","-0.17","1.79","9.78","0.0094"
"abril 2022","1109023.Bacalhau","Brasil","1.19","1.42","7.71","0.0090"
"abril 2022","1109056.Carne-seca e de sol","Brasil","2.08","1.12","3.40","0.1064"
"abril 2022","1109058.Carne de porco salgada e defumada","Brasil","0.44","1.10","2.73","0.0079"
"abril 2022","1110.Aves e ovos","Brasil","2.11","0.79","19.66","1.3229"
"abril 2022","1110009.Frango inteiro","Brasil","2.39","-0.27","17.64","0.3894"
"abril 2022","1110010.Frango em pedaços","Brasil","1.93","-2.20","21.65","0.6727"
"abril 2022","1110044.Ovo de galinha","Brasil","2.19","11.31","17.70","0.2608"
"abril 2022","1111.Leites e derivados","Brasil","5.52","12.03","18.07","1.7361"
"abril 2022","1111004.Leite longa vida","Brasil","10.31","22.35","23.37","0.7046"
"abril 2022","1111008.Leite condensado","Brasil","2.34","1.28","1.14","0.0193"
"abril 2022","1111009.Leite em pó","Brasil","1.60","2.64","7.86","0.1962"
"abril 2022","1111011.Queijo","Brasil","2.95","5.82","16.34","0.5304"
"abril 2022","1111019.Iogurte e bebidas lácteas","Brasil","1.22","8.43","19.23","0.1597"
"abril 2022","1111021.Requeijão","Brasil","0.67","4.61","19.07","0.0564"
"abril 2022","1111031.Manteiga","Brasil","2.37","6.62","10.05","0.0589"
"abril 2022","1111038.Leite fermentado","Brasil","2.57","4.82","9.00","0.0105"
"abril 2022","1112.Panificados","Brasil","3.31","9.38","13.83","1.5770"
"abril 2022","1112003.Biscoito","Brasil","1.78","8.68","12.73","0.4487"
"abril 2022","1112015.Pão francês","Brasil","4.52","9.72","13.09","0.7843"
"abril 2022","1112017.Pão doce","Brasil","3.01","8.29","12.45","0.0809"
"abril 2022","1112018.Pão de forma","Brasil","3.81","12.22","22.32","0.1005"
"abril 2022","1112019.Bolo","Brasil","1.59","9.60","17.67","0.1361"
"abril 2022","1112025.Pão de queijo","Brasil","1.16","2.76","10.22","0.0264"
"abril 2022","1113.Óleos e gorduras","Brasil","6.17","15.25","26.40","0.5270"
"abril 2022","1113013.Óleo de soja","Brasil","8.24","20.37","31.53","0.3530"
"abril 2022","1113014.Azeite de oliva","Brasil","0.16","4.06","8.41","0.0666"
"abril 2022","1113040.Margarina","Brasil","3.10","6.54","22.19","0.1074"
"abril 2022","1114.Bebidas e infusões","Brasil","2.01","7.31","20.23","1.6628"
"abril 2022","1114001.Suco de frutas","Brasil","1.07","4.00","5.68","0.1190"
"abril 2022","1114003.Polpa de fruta (congelada)","Brasil","0.70","4.23","13.89","0.0129"
"abril 2022","1114004.Açaí (emulsão)","Brasil","11.73","46.72","20.25","0.0688"
"abril 2022","1114022.Café moído","Brasil","2.50","13.22","67.53","0.4269"
"abril 2022","1114023.Café solúvel","Brasil","1.29","7.94","16.69","0.0088"
"abril 2022","1114083.Refrigerante e água mineral","Brasil","2.13","4.61","10.99","0.4739"
"abril 2022","1114084.Cerveja","Brasil","0.36","1.73","9.04","0.3840"
"abril 2022","1114085.Outras bebidas alcoólicas","Brasil","1.42","12.23","8.12","0.0348"
"abril 2022","1114087.Vinho","Brasil","0.84","2.58","3.03","0.0638"
"abril 2022","1114090.Suco em pó","Brasil","0.63","2.47","5.37","0.0443"
"abril 2022","1114091.Chá mate (erva mate)","Brasil","1.40","-1.19","-1.30","0.0256"
"abril 2022","1115.Enlatados e conservas","Brasil","1.30","5.48","11.21","0.1547"
"abril 2022","1115013.Alimento infantil","Brasil","-0.27","9.50","3.73","0.0020"
"abril 2022","1115016.Palmito em conserva","Brasil","1.36","4.33","6.74","0.0184"
"abril 2022","1115017.Pepino em conserva","Brasil","1.57","7.66","15.53","0.0043"
"abril 2022","1115039.Sardinha em conserva","Brasil","0.17","6.28","14.06","0.0455"
"abril 2022","1115050.Salsicha em conserva","Brasil","3.96","5.49","-1.44","0.0014"
"abril 2022","1115056.Sopa desidratada","Brasil","0.42","2.68","9.07","0.0017"
"abril 2022","1115057.Azeitona","Brasil","1.87","4.91","10.59","0.0323"
"abril 2022","1115058.Milho-verde em conserva","Brasil","2.30","6.70","14.62","0.0286"
"abril 2022","1115075.Atum em conserva","Brasil","1.41","3.46","6.84","0.0206"
"abril 2022","1116.Sal e condimentos","Brasil","2.00","5.45","10.58","0.3604"
"abril 2022","1116001.Leite de coco","Brasil","3.76","2.29","10.02","0.0020"
"abril 2022","1116005.Atomatado","Brasil","2.11","4.97","13.96","0.1105"
"abril 2022","1116010.Alho","Brasil","1.31","3.22","3.97","0.1120"
"abril 2022","1116013.Sal","Brasil","0.53","3.90","12.60","0.0042"
"abril 2022","1116022.Colorau","Brasil","0.83","10.64","14.28","0.0008"
"abril 2022","1116023.Caldo de tucupi","Brasil","1.50","0.93","7.06","0.0009"
"abril 2022","1116026.Fermento","Brasil","1.50","3.01","6.90","0.0055"
"abril 2022","1116033.Maionese","Brasil","4.76","12.92","22.74","0.0481"
"abril 2022","1116041.Vinagre","Brasil","0.67","1.51","4.83","0.0157"
"abril 2022","1116048.Caldo concentrado","Brasil","1.33","6.01","12.11","0.0092"
"abril 2022","1116071.Tempero misto","Brasil","1.39","6.37","10.06","0.0516"
"abril 2022","12.Alimentação fora do domicílio","Brasil","0.62","1.82","6.63","5.6198"
"abril 2022","1201.Alimentação fora do domicílio","Brasil","0.62","1.82","6.63","5.6198"
"abril 2022","1201001.Refeição","Brasil","0.42","1.49","7.67","3.5014"
"abril 2022","1201003.Lanche","Brasil","0.98","2.19","4.67","1.6183"
"abril 2022","1201007.Refrigerante e água mineral","Brasil","0.80","2.98","5.74","0.1177"
"abril 2022","1201009.Cafezinho","Brasil","0.45","6.29","9.18","0.0410"
"abril 2022","1201048.Cerveja","Brasil","0.29","1.83","4.38","0.2732"
"abril 2022","1201051.Outras bebidas alcoólicas","Brasil","2.17","3.72","1.48","0.0066"
"abril 2022","1201052.Vinho","Brasil","-1.99","-3.41","11.63","0.0084"
"abril 2022","1201061.Doces","Brasil","2.24","4.13","9.19","0.0043"
"abril 2022","1201088.Sorvete","Brasil","4.16","6.84","12.86","0.0487"
"abril 2022","2.Habitação","Brasil","-1.14","0.70","13.44","15.9317"
"abril 2022","21.Encargos e manutenção","Brasil","0.83","2.99","7.73","9.4354"
"abril 2022","2101.Aluguel e taxas","Brasil","0.65","2.65","6.98","7.3915"
"abril 2022","2101001.Aluguel residencial","Brasil","0.63","3.19","8.42","3.5977"
"abril 2022","2101002.Condomínio","Brasil","1.20","3.11","6.36","2.1254"
"abril 2022","2101004.Taxa de água e esgoto","Brasil","0.00","0.91","4.71","1.6667"
"abril 2022","2101012.Mudança","Brasil","0.55","6.12","28.47","0.0018"
"abril 2022","2103.Reparos","Brasil","1.16","3.47","10.06","1.3206"
"abril 2022","2103005.Ferragens","Brasil","-0.27","3.30","15.09","0.0105"
"abril 2022","2103008.Material de eletricidade","Brasil","0.08","-1.01","0.16","0.0136"
"abril 2022","2103012.Vidro","Brasil","1.15","0.98","5.78","0.0027"
"abril 2022","2103014.Tinta","Brasil","2.08","7.82","22.98","0.2808"
"abril 2022","2103032.Revestimento de piso e parede","Brasil","2.39","4.98","17.55","0.2676"
"abril 2022","2103038.Madeira e taco","Brasil","-0.10","-2.39","-0.76","0.0140"
"abril 2022","2103039.Cimento","Brasil","0.84","3.65","5.15","0.0253"
"abril 2022","2103040.Tijolo","Brasil","0.95","2.43","1.16","0.0239"
"abril 2022","2103041.Material hidráulico","Brasil","2.24","6.84","18.41","0.0471"
"abril 2022","2103042.Mão de obra","Brasil","0.20","0.91","2.25","0.5795"
"abril 2022","2103048.Areia","Brasil","1.82","0.05","6.39","0.0140"
"abril 2022","2103049.Pedras","Brasil","0.77","1.24","-3.13","0.0004"
"abril 2022","2103055.Telha","Brasil","0.37","3.21","9.44","0.0411"
"abril 2022","2104.Artigos de limpeza","Brasil","2.01","5.62","11.41","0.7232"
"abril 2022","2104003.Saco para lixo","Brasil","1.23","0.15","2.18","0.0044"
"abril 2022","2104005.Água sanitária","Brasil","0.44","2.66","7.51","0.0621"
"abril 2022","2104008.Detergente","Brasil","1.41","4.21","11.18","0.1508"
"abril 2022","2104009.Sabão em pó","Brasil","3.07","8.10","12.94","0.2192"
"abril 2022","2104012.Desinfetante","Brasil","0.53","3.18","5.70","0.0536"
"abril 2022","2104015.Sabão em barra","Brasil","1.81","5.65","10.33","0.0306"
"abril 2022","2104016.Esponja de limpeza","Brasil","2.78","6.83","18.70","0.0043"
"abril 2022","2104019.Sabão líquido","Brasil","1.38","4.06","15.66","0.0060"
"abril 2022","2104020.Limpador multiuso","Brasil","2.82","5.85","13.32","0.0259"
"abril 2022","2104041.Papel toalha","Brasil","1.45","0.82","5.69","0.0044"
"abril 2022","2104085.Amaciante e alvejante","Brasil","2.16","5.85","13.07","0.1618"
"abril 2022","22.Combustíveis e energia","Brasil","-3.99","-2.60","23.42","6.4963"
"abril 2022","2201.Combustíveis (domésticos)","Brasil","3.14","9.04","32.49","1.5757"
"abril 2022","2201003.Carvão vegetal","Brasil","4.62","2.83","4.64","0.0054"
"abril 2022","2201004.Gás de botijão","Brasil","3.32","9.02","32.34","1.4149"
"abril 2022","2201005.Gás encanado","Brasil","1.38","9.46","35.21","0.1555"
"abril 2022","2202.Energia elétrica residencial","Brasil","-6.27","-6.14","20.52","4.9206"
"abril 2022","2202003.Energia elétrica residencial","Brasil","-6.27","-6.14","20.52","4.9206"
"abril 2022","3.Artigos de residência","Brasil","1.53","5.81","15.34","3.9114"
"abril 2022","31.Móveis e utensílios","Brasil","1.28","6.20","15.32","1.7934"
"abril 2022","3101.Mobiliário","Brasil","1.60","8.51","20.39","1.1330"
"abril 2022","3101002.Móvel para sala","Brasil","1.84","9.65","20.28","0.3615"
"abril 2022","3101003.Móvel para quarto","Brasil","1.44","8.35","20.27","0.5215"
"abril 2022","3101015.Móvel para copa e cozinha","Brasil","1.82","8.42","24.28","0.2075"
"abril 2022","3101016.Móvel infantil","Brasil","0.13","3.05","11.01","0.0257"
"abril 2022","3101017.Colchão","Brasil","1.34","-0.25","-0.58","0.0167"
"abril 2022","3102.Utensílios e enfeites","Brasil","1.09","2.28","7.02","0.4567"
"abril 2022","3102001.Artigos de iluminação","Brasil","1.07","1.17","3.78","0.0739"
"abril 2022","3102005.Tapete","Brasil","1.25","1.65","4.73","0.0568"
"abril 2022","3102006.Cortina","Brasil","1.86","4.52","7.93","0.0857"
"abril 2022","3102007.Utensílios de metal","Brasil","0.56","1.44","8.88","0.1624"
"abril 2022","3102009.Utensílios de vidro e louça","Brasil","0.79","2.79","7.28","0.0482"
"abril 2022","3102010.Utensílios de plástico","Brasil","1.78","3.64","5.30","0.0088"
"abril 2022","3102035.Flores naturais","Brasil","7.76","7.25","13.49","0.0058"
"abril 2022","3102337.Utensílios para bebê","Brasil","0.04","2.30","5.04","0.0152"
"abril 2022","3103.Cama, mesa e banho","Brasil","-0.13","2.76","8.54","0.2037"
"abril 2022","3103001.Roupa de cama","Brasil","-0.14","2.79","8.58","0.1985"
"abril 2022","3103003.Roupa de banho","Brasil","0.32","1.58","7.09","0.0052"
"abril 2022","32.Aparelhos eletroeletrônicos","Brasil","1.92","5.79","16.31","1.7946"
"abril 2022","3201.Eletrodomésticos e equipamentos","Brasil","2.25","9.88","23.51","0.9605"
"abril 2022","3201001.Refrigerador","Brasil","2.53","11.99","29.00","0.3885"
"abril 2022","3201002.Ar-condicionado","Brasil","0.79","6.17","9.97","0.1021"
"abril 2022","3201006.Máquina de lavar roupa","Brasil","2.88","9.28","22.49","0.2623"
"abril 2022","3201013.Ventilador","Brasil","1.16","4.60","11.02","0.0193"
"abril 2022","3201021.Fogão","Brasil","1.75","9.23","24.09","0.1810"
"abril 2022","3201050.Chuveiro elétrico","Brasil","0.87","5.34","13.20","0.0073"
"abril 2022","3202.Tv, som e informática","Brasil","1.53","1.41","8.94","0.8341"
"abril 2022","3202001.Televisor","Brasil","1.49","0.01","13.00","0.5094"
"abril 2022","3202003.Aparelho de som","Brasil","0.85","0.24","3.97","0.0113"
"abril 2022","3202008.Videogame (console)","Brasil","-4.20","-5.85","9.91","0.0032"
"abril 2022","3202028.Computador pessoal","Brasil","1.69","3.92","3.03","0.3103"
"abril 2022","33.Consertos e manutenção","Brasil","0.84","3.74","10.36","0.3234"
"abril 2022","3301.Consertos e manutenção","Brasil","0.84","3.74","10.36","0.3234"
"abril 2022","3301002.Conserto de refrigerador","Brasil","1.54","4.40","13.06","0.0154"
"abril 2022","3301006.Conserto de televisor","Brasil","0.27","1.08","2.05","0.0018"
"abril 2022","3301015.Conserto de máquina de lavar roupa","Brasil","0.83","5.16","1.59","0.0044"
"abril 2022","3301022.Reforma de estofado","Brasil","1.57","3.74","12.07","0.0448"
"abril 2022","3301088.Conserto de aparelho celular","Brasil","0.84","1.10","4.89","0.0610"
"abril 2022","3301130.Conserto de bicicleta","Brasil","0.62","4.53","11.87","0.1960"
"abril 2022","4.Vestuário","Brasil","1.26","5.12","14.73","4.3632"
"abril 2022","41.Roupas","Brasil","1.54","5.55","15.72","2.9586"
"abril 2022","4101.Roupa masculina","Brasil","1.34","5.90","18.34","1.0785"
"abril 2022","4101002.Calça comprida masculina","Brasil","1.76","6.69","18.67","0.2912"
"abril 2022","4101005.Agasalho masculino","Brasil","3.39","7.40","13.70","0.0209"
"abril 2022","4101006.Bermuda/short masculino","Brasil","0.97","4.22","16.00","0.1742"
"abril 2022","4101008.Cueca","Brasil","3.04","10.03","17.71","0.0075"
"abril 2022","4101009.Camisa/camiseta masculina","Brasil","1.14","5.91","19.07","0.5847"
"abril 2022","4102.Roupa feminina","Brasil","1.98","6.37","15.70","1.2956"
"abril 2022","4102002.Calça comprida feminina","Brasil","2.88","6.98","16.64","0.3007"
"abril 2022","4102003.Agasalho feminino","Brasil","3.79","9.63","6.80","0.0235"
"abril 2022","4102004.Saia","Brasil","1.57","7.28","12.64","0.0084"
"abril 2022","4102005.Vestido","Brasil","2.38","7.53","16.05","0.2838"
"abril 2022","4102008.Blusa","Brasil","1.53","5.79","16.44","0.5052"
"abril 2022","4102010.Lingerie","Brasil","0.35","4.61","14.27","0.1092"
"abril 2022","4102013.Bermuda/short feminino","Brasil","1.70","4.77","10.64","0.0649"
"abril 2022","4103.Roupa infantil","Brasil","0.95","3.11","11.20","0.5844"
"abril 2022","4103001.Uniforme escolar","Brasil","0.70","5.61","11.16","0.0850"
"abril 2022","4103002.Calça comprida infantil","Brasil","3.03","7.44","14.03","0.0721"
"abril 2022","4103005.Agasalho infantil","Brasil","3.07","9.21","3.83","0.0076"
"abril 2022","4103007.Vestido infantil","Brasil","1.18","1.10","8.05","0.0502"
"abril 2022","4103008.Bermuda/short infantil","Brasil","1.89","3.22","11.14","0.0528"
"abril 2022","4103011.Camisa/camiseta infantil","Brasil","0.62","2.41","10.56","0.1840"
"abril 2022","4103031.Conjunto infantil","Brasil","-0.16","0.67","12.31","0.1328"
"abril 2022","42.Calçados e acessórios","Brasil","0.90","4.84","14.00","1.1260"
"abril 2022","4201.Calçados e acessórios","Brasil","0.90","4.84","14.00","1.1260"
"abril 2022","4201002.Sapato masculino","Brasil","0.40","4.28","14.27","0.1477"
"abril 2022","4201003.Sapato feminino","Brasil","0.61","3.20","13.86","0.2591"
"abril 2022","4201004.Sapato infantil","Brasil","0.18","4.74","9.44","0.0250"
"abril 2022","4201015.Bolsa","Brasil","1.38","5.76","13.23","0.0605"
"abril 2022","4201040.Mochila","Brasil","1.72","7.90","14.25","0.0090"
"abril 2022","4201063.Tênis","Brasil","1.09","6.08","15.05","0.4418"
"abril 2022","4201098.Sandália/chinelo","Brasil","1.19","4.25","12.35","0.1830"
"abril 2022","43.Joias e bijuterias","Brasil","-0.60","1.39","7.03","0.2233"
"abril 2022","4301.Joias e bijuterias","Brasil","-0.60","1.39","7.03","0.2233"
"abril 2022","4301001.Bijuteria","Brasil","0.71","5.82","19.89","0.0173"
"abril 2022","4301002.Joia","Brasil","-1.06","-0.18","4.67","0.1553"
"abril 2022","4301004.Relógio de pulso","Brasil","0.33","4.86","10.48","0.0507"
"abril 2022","44.Tecidos e armarinho","Brasil","0.98","3.45","10.06","0.0554"
"abril 2022","4401.Tecidos e armarinho","Brasil","0.98","3.45","10.06","0.0554"
"abril 2022","4401001.Tecido","Brasil","1.28","3.66","10.59","0.0456"
"abril 2022","4401002.Artigos de armarinho","Brasil","-0.40","2.49","7.58","0.0097"
"abril 2022","5.Transportes","Brasil","1.91","5.36","19.70","21.9253"
"abril 2022","51.Transportes","Brasil","1.91","5.36","19.70","21.9253"
"abril 2022","5101.Transporte público","Brasil","2.66","-2.20","9.24","2.7553"
"abril 2022","5101001.Ônibus urbano","Brasil","0.42","2.38","3.05","1.1939"
"abril 2022","5101002.Táxi","Brasil","9.16","11.48","11.48","0.1763"
"abril 2022","5101004.Trem","Brasil","0.00","0.00","0.00","0.0337"
"abril 2022","5101006.Ônibus intermunicipal","Brasil","0.28","2.39","4.46","0.3783"
"abril 2022","5101007.Ônibus interestadual","Brasil","0.56","6.59","15.14","0.1087"
"abril 2022","5101010.Passagem aérea","Brasil","9.48","-21.31","14.25","0.4102"
"abril 2022","5101011.Metrô","Brasil","3.64","3.64","8.48","0.0640"
"abril 2022","5101026.Transporte escolar","Brasil","0.53","4.76","3.69","0.1227"
"abril 2022","5101051.Transporte por aplicativo","Brasil","4.09","-5.73","67.18","0.2100"
"abril 2022","5101053.Integração transporte público","Brasil","0.00","0.00","0.00","0.0575"
"abril 2022","5102.Veículo próprio","Brasil","0.81","5.69","14.02","11.2101"
"abril 2022","5102001.Automóvel novo","Brasil","0.44","4.86","17.58","3.1423"
"abril 2022","5102004.Emplacamento e licença","Brasil","1.70","6.99","7.63","2.1959"
"abril 2022","5102005.Seguro voluntário de veículo","Brasil","3.31","14.67","24.03","0.7823"
"abril 2022","5102006.Multa","Brasil","0.00","0.00","0.00","0.1014"
"abril 2022","5102007.Óleo lubrificante","Brasil","-0.45","3.34","19.89","0.1389"
"abril 2022","5102009.Acessórios e peças","Brasil","1.54","3.31","10.78","0.1759"
"abril 2022","5102010.Pneu","Brasil","0.53","5.37","22.38","0.2620"
"abril 2022","5102011.Conserto de automóvel","Brasil","0.79","5.47","9.91","1.6431"
"abril 2022","5102013.Estacionamento","Brasil","1.97","1.53","4.14","0.0584"
"abril 2022","5102015.Pedágio","Brasil","-0.04","0.26","6.04","0.0886"
"abril 2022","5102020.Automóvel usado","Brasil","-0.47","3.36","15.48","1.9711"
"abril 2022","5102037.Pintura de veículo","Brasil","0.40","4.49","6.94","0.0142"
"abril 2022","5102051.Aluguel de veículo","Brasil","-2.78","-15.62","8.35","0.0196"
"abril 2022","5102053.Motocicleta","Brasil","1.02","7.24","17.28","0.6163"
"abril 2022","5104.Combustíveis (veículos)","Brasil","3.20","7.75","33.24","7.9599"
"abril 2022","5104001.Gasolina","Brasil","2.48","7.84","31.22","6.7133"
"abril 2022","5104002.Etanol","Brasil","8.44","3.08","42.11","0.8869"
"abril 2022","5104003.Óleo diesel","Brasil","4.74","23.88","53.58","0.2804"
"abril 2022","5104005.Gás veicular","Brasil","0.24","7.52","45.18","0.0793"
"abril 2022","6.Saúde e cuidados pessoais","Brasil","1.77","3.53","5.12","12.2147"
"abril 2022","61.Produtos farmacêuticos e óticos","Brasil","5.82","7.88","11.25","3.3601"
"abril 2022","6101.Produtos farmacêuticos","Brasil","6.13","8.48","12.27","3.1099"
